price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
38950,2007,ford,excellent,8 cylinders,diesel,41153,clean,automatic,4wd,full-size,truck,grey,ca
13995,2011,toyota,excellent,6 cylinders,gas,149232,clean,automatic,4wd,full-size,van,white,ky
10995,2013,ford,good,6 cylinders,gas,137331,clean,automatic,rwd,mid-size,convertible,grey,oh
7985,2005,toyota,excellent,6 cylinders,gas,120061,clean,automatic,4wd,full-size,SUV,black,ky
15990,2015,audi,excellent,4 cylinders,gas,101305,clean,automatic,fwd,full-size,sedan,grey,fl
3300,2010,kia,excellent,4 cylinders,gas,187429,clean,manual,fwd,mid-size,SUV,green,md
21800,2016,ford,like new,6 cylinders,gas,100000,clean,automatic,rwd,full-size,van,white,fl
8995,2014,ford,good,4 cylinders,gas,112450,clean,automatic,4wd,full-size,SUV,blue,ny
44950,2019,chevrolet,like new,8 cylinders,gas,34456,clean,automatic,4wd,full-size,truck,red,fl
10000,2012,nissan,good,6 cylinders,gas,167000,lien,automatic,4wd,sub-compact,pickup,black,ny
3000,1987,ford,good,8 cylinders,gas,50000,clean,automatic,rwd,full-size,truck,red,nj
11299,2015,honda,excellent,4 cylinders,gas,107428,clean,automatic,fwd,compact,sedan,grey,fl
6999,2012,chevrolet,excellent,4 cylinders,gas,156186,clean,automatic,4wd,full-size,SUV,white,ca
7970,2012,chevrolet,excellent,8 cylinders,gas,158559,clean,automatic,rwd,full-size,sedan,black,dc
14900,2000,jaguar,excellent,8 cylinders,gas,58717,clean,automatic,rwd,mid-size,convertible,blue,me
7990,2011,toyota,excellent,6 cylinders,gas,183549,clean,automatic,fwd,mid-size,SUV,black,sc
8495,2014,ford,excellent,4 cylinders,gas,142000,clean,automatic,fwd,full-size,sedan,red,wi
6495,2010,subaru,good,4 cylinders,gas,146674,clean,automatic,4wd,mid-size,SUV,blue,ny
12000,2006,ford,excellent,8 cylinders,diesel,190000,clean,automatic,rwd,full-size,truck,white,or
5950,2008,pontiac,excellent,6 cylinders,gas,127600,clean,automatic,fwd,compact,sedan,silver,ca
26990,2016,ford,good,8 cylinders,diesel,201035,clean,automatic,rwd,full-size,truck,white,ia
9999,2013,ford,excellent,6 cylinders,gas,132176,clean,automatic,fwd,full-size,SUV,blue,nj
24990,2014,mitsubishi,good,4 cylinders,diesel,117851,clean,automatic,rwd,full-size,truck,white,ia
16996,2009,ford,good,8 cylinders,gas,65125,rebuilt,automatic,4wd,full-size,truck,green,vt
8250,2010,gmc,good,8 cylinders,gas,196000,clean,automatic,rwd,full-size,van,white,fl
5500,2012,hyundai,good,4 cylinders,gas,153527,clean,automatic,fwd,mid-size,coupe,red,nj
9200,1995,toyota,good,6 cylinders,gas,200000,clean,automatic,4wd,full-size,pickup,green,va
14595,2016,chrysler,excellent,6 cylinders,gas,109041,clean,automatic,fwd,full-size,van,grey,il
6000,2012,toyota,fair,4 cylinders,gas,197105,clean,manual,4wd,mid-size,pickup,black,id
19000,2019,subaru,like new,4 cylinders,gas,21700,salvage,automatic,4wd,mid-size,SUV,white,ak
5900,2007,chrysler,excellent,4 cylinders,gas,58000,clean,automatic,fwd,mid-size,wagon,blue,pa
15991,2016,jeep,like new,4 cylinders,gas,44862,clean,automatic,4wd,full-size,SUV,white,ut
4195,2006,nissan,excellent,4 cylinders,gas,156761,clean,automatic,fwd,sub-compact,sedan,blue,tx
18990,2015,ford,good,6 cylinders,gas,90450,clean,automatic,fwd,full-size,SUV,silver,tn
35597,2020,cadillac,excellent,6 cylinders,gas,31273,clean,automatic,4wd,full-size,SUV,silver,oh
18997,2015,honda,good,4 cylinders,gas,84351,clean,automatic,fwd,full-size,SUV,custom,mo
8991,2009,toyota,excellent,4 cylinders,gas,145678,clean,automatic,fwd,full-size,van,black,fl
9800,2008,bmw,excellent,6 cylinders,gas,124117,clean,automatic,4wd,mid-size,sedan,white,in
8195,2012,honda,like new,4 cylinders,gas,105750,clean,automatic,fwd,mid-size,sedan,blue,va
5995,2006,chevrolet,good,8 cylinders,gas,256724,clean,automatic,rwd,full-size,pickup,blue,fl
18498,2017,subaru,good,4 cylinders,gas,59712,clean,automatic,4wd,mid-size,wagon,white,vt
10999,2011,mercedes-benz,excellent,6 cylinders,gas,137369,clean,automatic,4wd,full-size,SUV,white,co
3499,2009,ford,good,6 cylinders,gas,187658,clean,automatic,4wd,full-size,SUV,black,pa
31900,2016,ford,excellent,8 cylinders,diesel,179295,clean,automatic,4wd,full-size,pickup,white,ks
5495,2004,toyota,good,6 cylinders,gas,162763,clean,automatic,fwd,mid-size,mini-van,white,co
19995,2020,buick,good,4 cylinders,gas,1542,rebuilt,automatic,4wd,full-size,SUV,blue,ia
13500,2013,hyundai,like new,4 cylinders,gas,76000,clean,automatic,fwd,full-size,SUV,grey,tx
16995,2017,nissan,excellent,4 cylinders,gas,29700,clean,automatic,4wd,full-size,SUV,white,ny
33990,2012,ford,good,8 cylinders,diesel,49678,clean,automatic,4wd,full-size,truck,white,tn
29990,2019,ram,good,6 cylinders,gas,31101,clean,automatic,rwd,full-size,van,white,il
12995,2011,mercedes-benz,excellent,6 cylinders,gas,86960,clean,automatic,4wd,compact,sedan,silver,il
4995,2007,bmw,good,6 cylinders,gas,164171,clean,automatic,fwd,mid-size,coupe,blue,pa
6988,2010,toyota,good,4 cylinders,gas,140725,clean,automatic,fwd,mid-size,sedan,silver,tx
9295,2013,kia,excellent,4 cylinders,gas,101853,clean,automatic,fwd,compact,sedan,silver,fl
14900,2013,toyota,excellent,4 cylinders,gas,93000,lien,automatic,4wd,mid-size,SUV,green,wi
17600,2014,ford,excellent,4 cylinders,gas,45026,clean,automatic,fwd,full-size,van,white,ky
8400,2003,ford,good,8 cylinders,gas,186000,clean,automatic,4wd,full-size,truck,custom,nc
41995,2018,ford,excellent,6 cylinders,gas,60107,clean,automatic,4wd,full-size,pickup,red,mn
14895,2011,ford,excellent,6 cylinders,gas,101338,clean,automatic,rwd,mid-size,convertible,black,il
7230,2009,mini,good,4 cylinders,gas,80000,clean,automatic,fwd,compact,convertible,green,co
8377,2011,hyundai,excellent,4 cylinders,gas,99930,clean,automatic,4wd,compact,SUV,black,oh
7500,2003,honda,excellent,4 cylinders,gas,192000,clean,automatic,fwd,mid-size,SUV,silver,tn
3999,2010,subaru,good,4 cylinders,gas,223428,clean,automatic,4wd,compact,sedan,blue,nh
35950,2011,ford,excellent,8 cylinders,diesel,157159,clean,automatic,4wd,full-size,truck,grey,ca
7970,2012,chevrolet,good,8 cylinders,gas,158559,clean,automatic,rwd,full-size,sedan,black,va
23990,2007,chevrolet,good,8 cylinders,gas,32853,clean,automatic,rwd,full-size,truck,white,ut
23495,2015,ford,like new,8 cylinders,gas,146795,clean,automatic,4wd,full-size,truck,black,nd
42900,2018,ford,excellent,6 cylinders,gas,49410,clean,automatic,4wd,mid-size,truck,black,ny
3995,2008,volvo,excellent,6 cylinders,gas,221137,clean,automatic,fwd,mid-size,sedan,white,ca
1,2014,mercedes-benz,excellent,10 cylinders,gas,62399,clean,automatic,rwd,compact,sedan,silver,fl
6300,2005,honda,excellent,4 cylinders,gas,144000,clean,manual,fwd,mid-size,sedan,grey,co
2500,2001,pontiac,fair,6 cylinders,gas,178000,clean,automatic,rwd,sub-compact,convertible,white,ia
11950,2012,toyota,excellent,4 cylinders,gas,82282,clean,automatic,fwd,mid-size,sedan,blue,ak
12997,2016,chevrolet,good,4 cylinders,gas,87225,clean,automatic,rwd,mid-size,pickup,white,mi
6500,2004,dodge,excellent,8 cylinders,gas,164249,clean,automatic,rwd,full-size,SUV,grey,ca
5440,2002,chevrolet,good,6 cylinders,gas,255000,clean,automatic,rwd,full-size,truck,white,wa
44000,2013,ford,excellent,6 cylinders,gas,48544,clean,automatic,4wd,full-size,SUV,grey,co
28900,2018,ford,good,6 cylinders,gas,70600,clean,other,rwd,mid-size,van,white,nj
2999,1995,pontiac,excellent,6 cylinders,gas,218000,clean,automatic,fwd,mid-size,coupe,red,tx
3000,2006,dodge,fair,6 cylinders,gas,180085,clean,automatic,4wd,full-size,SUV,red,mt
8500,2010,nissan,excellent,6 cylinders,gas,98,clean,automatic,rwd,full-size,SUV,red,fl
23498,2013,toyota,good,6 cylinders,gas,124693,clean,automatic,4wd,full-size,truck,green,vt
9990,2015,volkswagen,excellent,4 cylinders,gas,85829,clean,automatic,fwd,full-size,sedan,red,fl
27990,2011,chevrolet,excellent,8 cylinders,gas,119327,clean,automatic,4wd,full-size,truck,silver,fl
27880,2016,mercedes-benz,good,6 cylinders,gas,59988,clean,automatic,rwd,full-size,SUV,black,nc
23950,2012,ford,excellent,6 cylinders,gas,130129,clean,automatic,4wd,full-size,truck,silver,ca
10500,2009,jeep,excellent,6 cylinders,gas,78300,clean,automatic,4wd,mid-size,SUV,red,mt
39995,2014,ram,excellent,8 cylinders,gas,120673,clean,automatic,4wd,full-size,offroad,white,ak
8000,2013,honda,excellent,4 cylinders,gas,138030,clean,automatic,4wd,full-size,SUV,silver,oh
38990,2016,mitsubishi,good,4 cylinders,diesel,33474,clean,automatic,rwd,full-size,truck,white,ia
6700,2011,volkswagen,good,4 cylinders,gas,150000,clean,automatic,fwd,mid-size,sedan,silver,dc
46900,2015,chevrolet,excellent,8 cylinders,diesel,138000,clean,automatic,4wd,full-size,truck,red,va
2000,2000,toyota,good,6 cylinders,gas,210433,clean,automatic,fwd,full-size,van,red,il
5495,2006,toyota,excellent,4 cylinders,gas,165274,clean,automatic,fwd,full-size,SUV,white,fl
32995,2017,audi,excellent,4 cylinders,gas,49042,clean,automatic,4wd,full-size,wagon,black,ak
15898,2015,nissan,like new,4 cylinders,gas,42431,clean,automatic,fwd,mid-size,SUV,blue,fl
2995,2000,dodge,good,6 cylinders,gas,173101,clean,automatic,fwd,full-size,mini-van,silver,fl
4998,2006,honda,excellent,6 cylinders,gas,190000,clean,automatic,fwd,mid-size,sedan,silver,ok
10900,2012,ford,good,8 cylinders,gas,207603,clean,automatic,rwd,full-size,pickup,white,az
5948,2004,lexus,good,6 cylinders,gas,197106,clean,automatic,fwd,mid-size,SUV,silver,sc
13500,1993,mitsubishi,excellent,6 cylinders,gas,89793,clean,manual,4wd,full-size,hatchback,red,tx
10990,2012,volkswagen,excellent,4 cylinders,gas,95426,clean,automatic,fwd,mid-size,convertible,red,nd
15900,1927,chrysler,excellent,4 cylinders,gas,5557,clean,manual,fwd,full-size,coupe,yellow,wa
9900,2005,gmc,good,8 cylinders,gas,159406,clean,automatic,4wd,full-size,truck,black,pa
38222,2020,toyota,excellent,6 cylinders,gas,22718,clean,automatic,4wd,compact,truck,grey,oh
6995,2011,chevrolet,good,4 cylinders,gas,72337,clean,automatic,fwd,mid-size,wagon,silver,pa
6995,2006,chevrolet,excellent,6 cylinders,gas,106000,clean,automatic,4wd,full-size,SUV,silver,va
44995,2016,ram,good,6 cylinders,diesel,118600,clean,automatic,4wd,full-size,truck,black,mi
34995,2015,ram,excellent,8 cylinders,gas,86051,clean,automatic,4wd,full-size,truck,silver,ak
35950,2018,chevrolet,excellent,8 cylinders,gas,113869,clean,automatic,4wd,full-size,truck,silver,ca
8699,2014,dodge,good,6 cylinders,gas,141889,clean,automatic,fwd,full-size,van,silver,ca
34950,2005,ram,excellent,6 cylinders,diesel,107601,clean,manual,4wd,full-size,truck,silver,ca
30000,1997,volkswagen,good,6 cylinders,gas,68740,clean,automatic,fwd,full-size,van,white,ak
24500,2006,ford,excellent,8 cylinders,diesel,147000,clean,automatic,rwd,full-size,truck,white,mo
38495,2016,ford,excellent,8 cylinders,gas,59000,clean,automatic,4wd,full-size,truck,grey,fl
32870,2012,cadillac,excellent,8 cylinders,gas,86350,clean,automatic,rwd,mid-size,coupe,black,tx
12999,2015,chrysler,excellent,4 cylinders,gas,78800,clean,automatic,fwd,mid-size,sedan,silver,ca
8950,2016,hyundai,excellent,4 cylinders,gas,88870,clean,automatic,fwd,mid-size,sedan,white,ca
29900,2019,ford,like new,8 cylinders,gas,23004,clean,automatic,rwd,full-size,truck,white,tn
7495,2011,dodge,good,6 cylinders,gas,145209,clean,automatic,fwd,full-size,van,black,pa
7500,2013,ford,excellent,4 cylinders,gas,122525,clean,automatic,fwd,mid-size,SUV,green,sc
13454,2012,honda,excellent,4 cylinders,gas,27326,clean,automatic,fwd,mid-size,SUV,silver,al
3900,2007,toyota,good,4 cylinders,gas,161480,clean,automatic,fwd,compact,hatchback,blue,ma
13577,2014,gmc,excellent,6 cylinders,gas,100604,clean,automatic,4wd,mid-size,SUV,red,oh
16500,2017,nissan,excellent,6 cylinders,gas,21000,rebuilt,automatic,fwd,full-size,sedan,black,fl
24990,2017,gmc,good,8 cylinders,gas,136965,clean,automatic,rwd,full-size,truck,white,nc
8800,2015,kia,excellent,4 cylinders,gas,101868,clean,automatic,4wd,compact,sedan,black,fl
11300,2012,subaru,good,4 cylinders,gas,106185,clean,automatic,4wd,mid-size,SUV,silver,wi
7495,2008,chevrolet,good,6 cylinders,gas,97004,clean,automatic,4wd,full-size,SUV,white,pa
2200,2007,ford,good,4 cylinders,gas,195314,clean,manual,fwd,compact,hatchback,silver,wa
14980,2002,harley-davidson,excellent,8 cylinders,gas,114000,clean,automatic,rwd,full-size,truck,grey,ia
35999,2018,acura,excellent,6 cylinders,gas,44347,clean,automatic,4wd,full-size,SUV,silver,nj
6249,2009,pontiac,excellent,4 cylinders,gas,142189,clean,manual,fwd,compact,hatchback,grey,co
7000,2006,mazda,excellent,4 cylinders,gas,134720,clean,manual,rwd,compact,convertible,silver,nc
9850,2006,mercedes-benz,excellent,8 cylinders,gas,98400,clean,automatic,fwd,full-size,convertible,silver,ca
24995,2018,ford,excellent,4 cylinders,gas,41530,clean,automatic,4wd,full-size,SUV,grey,vt
19999,2012,gmc,good,8 cylinders,gas,89643,clean,automatic,4wd,full-size,truck,blue,nj
8995,2014,chevrolet,excellent,4 cylinders,gas,107098,clean,automatic,fwd,compact,sedan,white,or
5991,2011,hyundai,excellent,4 cylinders,gas,138880,clean,automatic,fwd,mid-size,sedan,blue,fl
1,2016,mercedes-benz,excellent,10 cylinders,gas,47065,clean,other,4wd,compact,sedan,silver,fl
18980,2013,nissan,excellent,6 cylinders,gas,108276,clean,automatic,4wd,mid-size,truck,red,ks
38500,2013,bmw,excellent,8 cylinders,gas,56928,clean,automatic,rwd,mid-size,sedan,black,ca
10555,2007,mercedes-benz,like new,6 cylinders,gas,81802,clean,automatic,rwd,compact,convertible,black,fl
2950,2003,volkswagen,fair,4 cylinders,gas,126106,clean,automatic,fwd,compact,sedan,grey,pa
4588,2002,mazda,good,4 cylinders,gas,133619,clean,other,fwd,compact,hatchback,silver,id
1,2014,bmw,excellent,8 cylinders,gas,59964,clean,other,4wd,compact,sedan,silver,fl
7299,2012,volkswagen,excellent,6 cylinders,gas,146081,clean,automatic,fwd,full-size,mini-van,grey,in
39950,2015,gmc,excellent,8 cylinders,diesel,183475,clean,automatic,4wd,full-size,truck,silver,ia
25800,2017,jeep,like new,6 cylinders,gas,62000,clean,automatic,rwd,full-size,van,silver,mi
20267,2017,ford,excellent,4 cylinders,gas,65353,clean,automatic,rwd,sub-compact,convertible,red,ca
4990,2009,honda,good,4 cylinders,gas,85000,rebuilt,automatic,fwd,sub-compact,sedan,black,pa
46659,2019,ram,excellent,8 cylinders,gas,13078,clean,automatic,4wd,full-size,truck,white,nm
4995,2007,chevrolet,good,4 cylinders,gas,120772,clean,automatic,fwd,mid-size,hatchback,red,wi
34000,2018,ford,like new,6 cylinders,gas,88000,clean,automatic,4wd,full-size,truck,black,mn
73900,2017,ford,excellent,8 cylinders,diesel,44876,clean,automatic,fwd,full-size,truck,black,fl
10970,2011,chevrolet,good,8 cylinders,gas,171168,clean,automatic,rwd,full-size,SUV,silver,va
9915,2009,dodge,excellent,6 cylinders,gas,100082,clean,automatic,4wd,compact,wagon,black,ky
35990,2014,ford,good,10 cylinders,gas,42213,clean,automatic,4wd,full-size,truck,white,va
248,2002,chevrolet,like new,8 cylinders,gas,99525,clean,automatic,rwd,full-size,coupe,blue,or
23950,2017,chevrolet,excellent,6 cylinders,gas,106651,clean,automatic,4wd,full-size,truck,white,nc
16880,2011,toyota,excellent,6 cylinders,gas,122093,clean,automatic,4wd,full-size,SUV,white,ky
6900,2009,chevrolet,good,8 cylinders,gas,231000,clean,automatic,4wd,full-size,SUV,blue,ct
8999,2012,hyundai,excellent,4 cylinders,gas,113499,clean,automatic,fwd,mid-size,sedan,white,fl
5995,2012,nissan,excellent,4 cylinders,gas,123540,clean,automatic,4wd,full-size,SUV,silver,vt
7990,2005,toyota,good,8 cylinders,gas,215226,clean,automatic,rwd,full-size,SUV,grey,sc
4700,1982,toyota,good,4 cylinders,gas,184000,clean,manual,4wd,compact,truck,grey,ca
5900,2012,honda,good,4 cylinders,gas,228000,clean,automatic,fwd,compact,sedan,blue,ar
39800,2016,ford,like new,8 cylinders,diesel,134166,clean,automatic,4wd,full-size,truck,white,tn
14900,2014,dodge,excellent,6 cylinders,gas,44000,clean,automatic,4wd,full-size,SUV,black,mi
26990,1998,mitsubishi,good,4 cylinders,diesel,166302,clean,manual,rwd,full-size,truck,white,tn
10500,2006,ford,excellent,8 cylinders,gas,125045,clean,automatic,rwd,mid-size,convertible,red,nc
1,2015,mercedes-benz,excellent,10 cylinders,gas,59749,clean,automatic,4wd,compact,sedan,blue,fl
9995,2011,honda,excellent,6 cylinders,gas,93677,clean,automatic,fwd,full-size,mini-van,silver,nj
12777,2004,honda,excellent,4 cylinders,gas,74285,clean,automatic,4wd,compact,SUV,grey,ri
35000,2013,gmc,excellent,8 cylinders,diesel,175000,clean,automatic,4wd,full-size,truck,black,ma
26990,2016,ford,good,10 cylinders,gas,105070,clean,automatic,rwd,full-size,truck,white,de
18550,2015,honda,new,6 cylinders,gas,10424,clean,automatic,fwd,full-size,mini-van,grey,ny
21995,2017,volkswagen,excellent,4 cylinders,gas,40432,clean,manual,fwd,compact,sedan,grey,il
19588,2018,ford,like new,4 cylinders,gas,13969,clean,automatic,fwd,compact,hatchback,silver,vt
4950,2008,chrysler,excellent,4 cylinders,gas,122775,clean,automatic,fwd,full-size,van,blue,mo
6500,2007,audi,excellent,4 cylinders,gas,112009,clean,manual,fwd,mid-size,hatchback,red,nj
2450,2004,ford,excellent,6 cylinders,gas,160580,clean,automatic,fwd,mid-size,sedan,grey,mi
4995,2009,ford,good,6 cylinders,gas,122000,clean,automatic,fwd,full-size,sedan,black,ny
12995,2018,hyundai,good,4 cylinders,gas,101287,clean,manual,fwd,mid-size,sedan,white,tn
4600,2011,kia,good,4 cylinders,gas,53683,rebuilt,automatic,fwd,mid-size,sedan,silver,mo
16988,2017,ram,good,4 cylinders,gas,89068,clean,automatic,fwd,mid-size,van,white,tx
18999,2004,lexus,excellent,8 cylinders,gas,112000,clean,automatic,rwd,full-size,convertible,blue,ca
12995,2012,chevrolet,good,4 cylinders,gas,99682,rebuilt,automatic,4wd,full-size,truck,silver,ia
34900,2012,ram,excellent,6 cylinders,diesel,85622,clean,automatic,4wd,full-size,truck,white,nc
6500,2015,nissan,like new,4 cylinders,gas,56352,clean,automatic,fwd,mid-size,hatchback,black,ia
5500,2001,audi,good,4 cylinders,gas,115000,clean,manual,4wd,compact,convertible,black,or
33990,2016,chevrolet,excellent,8 cylinders,gas,110343,clean,automatic,4wd,full-size,SUV,black,fl
22844,2012,bmw,excellent,8 cylinders,gas,73409,clean,automatic,4wd,mid-size,SUV,blue,ny
4900,2004,ford,excellent,6 cylinders,gas,124611,clean,automatic,rwd,full-size,coupe,red,fl
12000,2015,honda,excellent,4 cylinders,gas,130000,clean,manual,fwd,mid-size,sedan,black,ca
33995,2015,gmc,good,8 cylinders,gas,127000,clean,automatic,4wd,full-size,truck,blue,fl
33000,2013,lexus,excellent,8 cylinders,gas,114300,clean,automatic,4wd,full-size,SUV,black,ak
4100,2007,volvo,excellent,5 cylinders,gas,112000,clean,automatic,fwd,mid-size,sedan,black,ca
9500,2015,jeep,good,4 cylinders,gas,147000,clean,automatic,fwd,mid-size,SUV,grey,mi
17995,2013,chevrolet,excellent,8 cylinders,gas,151701,clean,automatic,4wd,full-size,truck,black,ny
93,2015,nissan,like new,4 cylinders,gas,115584,clean,automatic,4wd,mid-size,SUV,blue,ga
1,2014,ram,excellent,6 cylinders,gas,70995,clean,other,4wd,full-size,truck,grey,fl
20900,2015,ford,excellent,6 cylinders,gas,86000,clean,automatic,rwd,full-size,van,white,ca
55000,2018,toyota,like new,6 cylinders,gas,39600,clean,automatic,4wd,mid-size,truck,black,fl
6900,2015,ford,excellent,4 cylinders,gas,70000,clean,automatic,fwd,compact,sedan,grey,ia
1,2016,lexus,excellent,6 cylinders,gas,55167,clean,other,4wd,compact,wagon,white,fl
6400,2014,kia,good,4 cylinders,gas,68972,rebuilt,automatic,fwd,compact,sedan,black,ma
14995,2014,jeep,like new,6 cylinders,gas,79800,clean,automatic,4wd,mid-size,SUV,black,me
1,2016,lexus,excellent,4 cylinders,gas,42993,clean,automatic,fwd,full-size,SUV,black,fl
14800,2011,toyota,good,8 cylinders,gas,194123,clean,automatic,rwd,full-size,truck,grey,mo
23900,2016,rover,excellent,4 cylinders,gas,60412,clean,automatic,4wd,full-size,SUV,black,ma
9900,2013,nissan,excellent,4 cylinders,gas,134405,clean,automatic,fwd,mid-size,sedan,black,ca
18995,2013,audi,like new,4 cylinders,gas,87638,clean,automatic,4wd,mid-size,SUV,blue,nh
39900,2019,ford,good,6 cylinders,gas,22200,clean,automatic,rwd,full-size,truck,white,fl
19998,2019,kia,good,4 cylinders,gas,46886,clean,automatic,4wd,mid-size,SUV,black,vt
14995,2010,gmc,excellent,8 cylinders,gas,148500,clean,automatic,4wd,full-size,SUV,silver,mi
